Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Leventhorpe Flood Meadows,6,0,6,1,5,0,0.0,nan,nan,nan,6,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Lindley Wood Reservoir,0,(0),0,0,0,0,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Lindow Common Pond,nan,nan,nan,nan,5,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Linwood Pool,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Little Berrington Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Little Budworth Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llan Bwchllyn Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llanishen and Lisvane Reservoirs and Roath Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Bran,0,0,0,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Brenig,0,0,0,0,0,0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Bwch,6Ruddy Duck supplementary countsWWT/CSL,7Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Carreg-Lwyd,2Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Hendref,2Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Llygeirian,6,0,2,0,2,0,0.0,6.0,6.0,2,4,2,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Padrig,3Ruddy Duck supplementary countsWWT/CSL,6Ruddy Duck supplementary countsWWT/CSL,0,(4),(2),(4),3.0,2.0,2.0,2,1,(0),(0),4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Penrhyn and Dinam and Treflesg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Rhosddu,7Ruddy Duck supplementary countsWWT/CSL,4Ruddy Duck supplementary countsWWT/CSL,2Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Llyn Trafwll Penrhyn and Dinam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Loch Oire and Loch Na Bo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Locko Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Lolham and Maxey Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Longridge Reservoirs,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,2019-11-22 03:24:10
Low Hall Park,nan,(2),6,6.0,8.0,6,5.0,(1),0,nan,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Lower Radbourne Lakes,18.0,(8),nan,nan,5.0,5,1.0,0,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Maer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Magherascouse Lake,0.0,0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Malham Tarn,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Mallory Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Marlee Loch,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Marton Sand Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Melbourne Pool,nan,0,0,0.0,0.0,0,0.0,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Melchett Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Meriden Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Merton Borrow Pit,1.0,0,0,0.0,0.0,0,0.0,0,(0),nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Methley Gravel Pit,2.0,4,0,0.0,0.0,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Mill Green Park Cannock,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Millfield Lagoon East,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Millfield Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Monk's Pond,nan,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Moore Nature Reserve,10.0,12,nan,nan,nan,nan,4.0,0,2,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Moore Nature Reserve - Eastern Reedbed,nan,nan,nan,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Moorway Lane Pond,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Morden Park Lake,nan,nan,0,0.0,0.0,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Mount Farm Gravel Pit (Bletchley),0.0,0,0,0.0,2.0,0,0.0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Newbold Quarry and adjoining pits,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,(0),(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Newborough Warren NNR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Newfield Pool Wormleighton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Newsham Park,nan,nan,nan,nan,nan,42Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Newstead Abbey Lakes,nan,nan,nan,nan,nan,nan,nan,2,1,1,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
North Rode Pool,nan,1Ruddy Duck supplementary countsWWT/CSL,13Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Norwood Park Pools Southwell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Nuthall Temple Lake,nan,nan,nan,nan,nan,nan,nan,3,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,2019-11-22 03:24:17
Old Denaby Flash,0,0.0,0.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Old Slade Reserve,4,0.0,0.0,2.0,0.0,3.0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Orchard Farm Pool,2,8.0,4.0,3.0,0.0,0.0,0,2.0,2.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Osberton,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,1,2.0,2.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Osmaston Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Osmaston and Shirley Park Lakes,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Ossmere,5,3.0,nan,nan,nan,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Overstone Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Oxton Hall Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Packington Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Palmarsh Gravel Pit,0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Parsloes Park,0,1.0,1.0,1.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Patshull Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Pebley Pond,2,2.0,0.0,nan,5.0,1.0,nan,3.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Penwhapple Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Peppermill Dam and Moor Loch and Keir Loch,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Petty Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Pleasley Pond,nan,nan,nan,nan,0.0,0.0,1,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Prescot Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Press Reservoirs,0,nan,nan,nan,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Queen's Park (Chesterfield),(0),0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Queens Valley Reservoir,nan,nan,0.0,0.0,0.0,nan,0,nan,nan,0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
R Wensum: Fakenham - Gt Ryburgh (inc Pensthorpe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Rainham Quarry,nan,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Ranskill GP,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Redwell Fishery,6,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Renishaw Lakes,6,6.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Renishaw Sewage Farm,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Revesby Reservoir,(2),1.0,2.0,1.0,2.0,3.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Ridware Hall Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,2019-11-22 03:24:24
Ripley Castle,nan,nan,nan,nan,5Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Derwent - Cromford to Belper (Wyver Lane),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Don - Thrybergh Banks,6.0,7.0,0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Don by Sprotborough Flash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Severn - Larford,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Soar-Grand Union Canal (Leicester),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Sow - Tillington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Sow - Tixall Wide and Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Test - Timsbury Lake and Gravel Pit and Water Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Trent - Shardlow to Sawley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Ure - Givendale to Ripon,nan,nan,0,0.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
River Wear - McNeils Bottom,0.0,1.0,0,2.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Rixton Clay Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Rookery South (Stewartby),0.0,0.0,0,0.0,0,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Sandbeck Park Lakes,2.0,5.0,2,0.0,0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Scarisbrick Hall Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Scorton Gravel Pits (including Cleveley Mere),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Scorton Lake,0.0,0.0,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Sedgeletch and Lambton,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Seeswood Pool,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Sennowe Park Lake Guist,nan,nan,nan,nan,(4),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Sheepwash Local Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Shepperton Gravel Pits,nan,nan,5,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Sleaford GPs,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Snetterton Gravel Pits,0.0,1.0,0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
South Iver GPs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Sprotborough Flash,3.0,4.0,8,5.0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
St Germain's Loch,nan,nan,0,1.0,2,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
St. Ouen's Pond,0.0,nan,0,0.0,0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Stanford Training Area,3.0,3.0,(15),8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,2019-11-22 03:24:32
Stewartby and Marston Vale Country Park Combined,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Stoke Sewage Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Stoneton Manor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Street Bridge Pits,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Stubbers Complex,nan,0,0,2,0,2,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Styperson Pool,0.0,0,0,nan,0,0,0.0,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Suffolk Water Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Sutton Bingham Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Sutton Lawn Park,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Sutton Lound Bellmoor and Tortworth GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Sutton Place,nan,nan,nan,3,1,1,1.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Sutton Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Swarkestone Gravel Pits,0.0,(0),0,0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Swillington Park,4.0,9,14,1,0,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Syston Gravel Pits (Beedles Lake),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Syston Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Tallington,1.0,2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Tansor Gravel Pits,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Taplow GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Tatton Mere,nan,17Ruddy Duck supplementary countsWWT/CSL,8Ruddy Duck supplementary countsWWT/CSL,11Ruddy Duck supplementary countsWWT/CSL,7Ruddy Duck supplementary countsWWT/CSL,3Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Thatcham Marsh Gravel Pits,5.0,3,nan,8,14,13,12.0,1,nan,nan,nan,nan,(0),0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
The Plume,0.0,0,0,0,0,1,2.0,nan,0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Thorney Mill GP,nan,0,0,7,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Thorpe Marsh Power Station,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Thrybergh Country Park,4.0,5,3,17,17,2,1.0,1,9,4.0,1.0,1.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Timsbury Gravel Pits and River Test,0.0,0,0,0,0,nan,0.0,(0),(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
Tinker Jobs,nan,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,2019-11-22 03:24:39
