Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,1936,1937,1938,1939,RoughTimeAccessed
Seaton Gravel Pits and River,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[13, 1, 'Feb', 0, None, None]","[25, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[58, 1, 'Oct', 0, None, None]","[74, 1, 'Jan', 0, None, None]","[53, 1, 'Jan', 0, None, None]","[6, 2, 'Mar', 0, None, None]","[66, 1, 'Jan', 0, None, None]","[93, 1, 'Dec', 0, None, None]","[185, 1, 'Jan', 0, None, None]","[81, 1, 'Nov', 0, None, None]","[81, 1, 'Jan', 0, None, None]","[86, 1, 'Jan', 0, None, None]","[54, 1, 'Nov', 0, None, None]","[71, 1, 'Jan', 0, None, None]","[98, 1, 'Jan', 0, None, None]","[126, 1, 'Sep', 0, None, None]","[59, 2, 'Dec', 0, None, None]","[93, 1, 'Dec', 0, None, None]","[32, 1, 'Jan', 0, None, None]","[49, 2, 'Jan', 0, None, None]","[43, 1, 'Jan', 0, None, None]","[91, 2, 'Feb', 0, None, None]","[79, 1, 'Dec', 0, None, None]","[55, 1, 'Jan', 0, None, None]","[22, 1, 'Feb', 0, None, None]","[35, 1, 'Jan', 0, None, None]","[11, 1, 'Nov', 0, None, None]","[7, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Alt Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Nov', 0, None, None]","[25, 1, 'Jan', 0, None, None]","[19, 1, 'Feb', 0, None, None]","[80, 1, 'Dec', 0, None, None]","[275, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[68, 1, 'Jan', 0, None, None]","[200, 1, 'Dec', 0, None, None]","[139, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[102, 1, 'Jan', 0, None, None]","[93, 1, 'Jan', 0, None, None]","[130, 1, 'Jan', 0, None, None]","[39, 1, 'Jan', 0, None, None]","[185, 1, 'Jan', 0, None, None]","[77, 1, 'Feb', 0, None, None]","[30, 1, 'Oct', 0, None, None]","[40, 1, 'Feb', 0, None, None]","[53, 1, 'Feb', 0, None, None]","[142, 1, 'Dec', 0, None, None]","[220, 1, 'Dec', 0, None, None]","[103, 1, 'Dec', 0, None, None]","[70, 1, 'Jan', 0, None, None]","[45, 1, 'Feb', 0, None, None]","[107, 1, 'Dec', 0, None, None]","[64, 1, 'Dec', 0, None, None]","[66, 1, 'Jan', 0, None, None]","[319, 1, 'Jan', 0, None, None]","[112, 1, 'Dec', 0, None, None]","[199, 1, 'Dec', 0, None, None]","[59, 1, 'Dec', 0, None, None]","[41, 1, 'Mar', 0, None, None]","[36, 2, 'Dec', 0, None, None]","[33, 1, 'Dec', 0, None, None]","[56, 1, 'Jan', 0, None, None]","[42, 2, 'Dec', 0, None, None]","[37, 1, 'Dec', 0, None, None]","[19, 1, 'Jan', 0, None, None]","[22, 1, 'Dec', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[54, 1, 'Dec', 0, None, None]","[23, 1, 'Jan', 0, None, None]","[13, 1, 'Nov', 0, None, None]","[17, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Catcliffe Flash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[33, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[13, 1, 'Oct', 0, None, None]","[23, 1, 'Feb', 0, None, None]","[12, 1, 'Jan', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[72, 1, 'Dec', 0, None, None]","[80, 1, 'Nov', 0, None, None]","[24, 1, 'Dec', 0, None, None]","[128, 1, 'Feb', 0, None, None]","[74, 1, 'Feb', 0, None, None]","[128, 1, 'Nov', 0, None, None]","[88, 1, 'Feb', 0, None, None]","[102, 1, 'Feb', 0, None, None]","[162, 1, 'Mar', 0, None, None]","[180, 1, 'Feb', 0, None, None]","[120, 1, 'Jan', 0, None, None]","[66, 1, 'Oct', 0, None, None]","[60, 1, 'Oct', 0, None, None]","[54, 1, 'Oct', 0, None, None]","[58, 1, 'Feb', 0, None, None]","[70, 1, 'Jan', 0, None, None]","[36, 1, 'Nov', 0, None, None]","[50, 1, 'Nov', 0, None, None]","[50, 1, 'Oct', 0, None, None]","[44, 1, 'Feb', 0, None, None]","[40, 1, 'Jan', 0, None, None]","[24, 1, 'Jan', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[10, 1, 'Mar', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[13, 1, 'Oct', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[13, 1, 'Oct', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[22, 1, 'Oct', 0, None, None]","[26, 1, 'Oct', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[74, 1, 'Sep', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[10, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Dogmersfield Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Jan', 0, None, None]",nan,"[78, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[7, 1, 'Mar', 0, None, None]","[53, 1, 'Jan', 0, None, None]","[40, 1, 'Dec', 0, None, None]","[58, 1, 'Feb', 0, None, None]","[49, 1, 'Feb', 0, None, None]","[77, 1, 'Dec', 0, None, None]","[93, 1, 'Feb', 0, None, None]","[42, 1, 'Oct', 0, None, None]","[20, 1, 'Feb', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[40, 1, 'Nov', 0, None, None]",nan,nan,"[19, 1, 'Feb', 0, None, None]","[18, 1, 'Feb', 0, None, None]",nan,"[31, 1, 'Dec', 0, None, None]",nan,nan,nan,"[27, 1, 'Dec', 0, None, None]","[27, 1, 'Jan', 0, None, None]","[27, 1, 'Nov', 0, None, None]","[17, 1, 'Dec', 0, None, None]","[24, 1, 'Nov', 0, None, None]","[52, 1, 'Jan', 0, None, None]","[94, 1, 'Dec', 0, None, None]","[24, 1, 'Feb', 0, None, None]","[40, 1, 'Jan', 0, None, None]","[17, 1, 'Mar', 0, None, None]","[30, 1, 'Dec', 0, None, None]","[40, 1, 'Feb', 0, None, None]","[29, 1, 'Feb', 0, None, None]","[13, 1, 'Dec', 0, None, None]","[21, 1, 'Jan', 0, None, None]","[28, 1, 'Feb', 0, None, None]","[13, 1, 'Nov', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[31, 1, 'Mar', 0, None, None]","[33, 1, 'Feb', 0, None, None]","[37, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Elstow Clay Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[40, 1, 'Oct', 0, None, None]",nan,"[4, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Oct', 0, None, None]",nan,nan,"[6, 1, 'Jan', 0, None, None]","[21, 1, 'Oct', 0, None, None]","[49, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,nan,"[31, 1, 'Dec', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[37, 1, 'Oct', 0, None, None]","[27, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Mar', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[18, 1, 'Feb', 0, None, None]","[49, 1, 'Feb', 0, None, None]","[21, 1, 'Jan', 0, None, None]","[27, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Marston Vale Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[75, 1, 'Oct', 0, None, None]","[13, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Oct', 0, None, None]","[12, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,"[41, 1, 'Feb', 0, None, None]","[65, 1, 'Dec', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[31, 1, 'Nov', 0, None, None]","[41, 1, 'Dec', 0, None, None]","[271, 1, 'Jan', 0, None, None]","[387, 1, 'Nov', 0, None, None]","[217, 1, 'Dec', 0, None, None]","[83, 1, 'Nov', 0, None, None]","[92, 1, 'Dec', 0, None, None]","[83, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,nan,"[15, 2, 'Oct', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[12, 1, 'Feb', 0, None, None]","[52, 1, 'Oct', 0, None, None]","[19, 1, 'Apr', 0, None, None]","[13, 1, 'Apr', 0, None, None]","[31, 1, 'Nov', 0, None, None]","[11, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Pulfin Bog and High Eske Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[39, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,nan,nan,"[78, 2, 'Feb', 0, None, None]","[17, 1, 'Oct', 0, None, None]","[24, 1, 'Dec', 0, None, None]","[55, 1, 'Jan', 0, None, None]","[46, 1, 'Nov', 0, None, None]","[70, 2, 'Nov', 0, None, None]","[28, 1, 'Oct', 0, None, None]","[25, 1, 'Feb', 0, None, None]","[21, 1, 'Nov', 0, None, None]","[23, 1, 'Feb', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[4, 2, 'Feb', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[3, 2, 'Feb', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[100, 1, 'Dec', 0, None, None]","[5, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Sutton North Fen Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Jul', 0, None, None]","[25, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[59, 1, 'Sep', 0, None, None]",nan,"[10, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Twyford Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[12, 1, 'Jan', 0, None, None]","[30, 1, 'Nov', 0, None, None]",nan,nan,"[57, 1, 'Jan', 0, None, None]",nan,"[46, 1, 'Jan', 0, None, None]","[82, 1, 'Feb', 0, None, None]",nan,"[101, 1, 'Feb', 0, None, None]","[25, 1, 'Nov', 0, None, None]","[140, 1, 'Dec', 0, None, None]","[45, 1, 'Feb', 0, None, None]","[61, 1, 'Nov', 0, None, None]",nan,"[38, 1, 'Nov', 0, None, None]","[68, 1, 'Dec', 0, None, None]","[28, 1, 'Feb', 0, None, None]","[37, 1, 'Jan', 0, None, None]","[60, 1, 'Jan', 0, None, None]","[90, 1, 'Nov', 0, None, None]","[45, 1, 'Oct', 0, None, None]","[64, 1, 'Jan', 0, None, None]","[76, 1, 'Nov', 0, None, None]","[81, 1, 'Nov', 0, None, None]","[36, 1, 'Jan', 0, None, None]","[36, 1, 'Nov', 0, None, None]","[80, 1, 'Oct', 0, None, None]","[81, 1, 'Jan', 0, None, None]","[76, 1, 'Dec', 0, None, None]","[42, 1, 'Jan', 0, None, None]",nan,"[58, 1, 'Jan', 0, None, None]","[146, 1, 'Nov', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[13, 1, 'Jan', 0, None, None]","[11, 1, 'Jan', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[11, 1, 'Mar', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[24, 2, 'Jan', 0, None, None]","[37, 1, 'Nov', 0, None, None]","[41, 1, 'Nov', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[47, 1, 'Jan', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[19, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Wotton Underwood Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[90, 1, 'Feb', 0, None, None]","[50, 1, 'Dec', 0, None, None]",nan,nan,nan,"[30, 1, 'Dec', 0, None, None]","[102, 1, 'Sep', 0, None, None]","[32, 1, 'Oct', 0, None, None]","[42, 1, 'Jan', 0, None, None]","[34, 1, 'Mar', 0, None, None]","[13, 1, 'Mar', 0, None, None]","[50, 1, 'Mar', 0, None, None]","[48, 1, 'Mar', 0, None, None]","[51, 1, 'Feb', 0, None, None]","[55, 1, 'Feb', 0, None, None]","[50, 1, 'Feb', 0, None, None]","[33, 1, 'Jan', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[41, 1, 'Dec', 0, None, None]","[94, 1, 'Dec', 0, None, None]","[92, 1, 'Mar', 0, None, None]","[77, 1, 'Mar', 0, None, None]","[17, 1, 'Jan', 0, None, None]","[56, 1, 'Dec', 0, None, None]","[48, 1, 'Jan', 0, None, None]","[42, 1, 'Jan', 0, None, None]","[54, 1, 'Nov', 0, None, None]","[32, 1, 'Nov', 0, None, None]","[26, 1, 'Jan', 0, None, None]","[68, 1, 'Mar', 0, None, None]","[92, 1, 'Mar', 0, None, None]","[125, 1, 'Dec', 0, None, None]","[34, 1, 'Oct', 0, None, None]","[42, 1, 'Mar', 0, None, None]","[51, 1, 'Nov', 0, None, None]","[65, 1, 'Dec', 0, None, None]","[58, 1, 'Dec', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[54, 1, 'Nov', 0, None, None]","[75, 1, 'Feb', 0, None, None]","[86, 1, 'Nov', 0, None, None]","[220, 1, 'Jan', 0, None, None]","[112, 1, 'Nov', 0, None, None]","[42, 1, 'Jan', 0, None, None]","[59, 1, 'Feb', 0, None, None]","[46, 1, 'Nov', 0, None, None]","[96, 1, 'Dec', 0, None, None]","[49, 1, 'Oct', 0, None, None]","[35, 1, 'Dec', 0, None, None]",nan,"[14, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Bentinck Void and Pit Tip,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Jun', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[38, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Chilham and Chartham Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[63, 1, 'Dec', 0, None, None]",nan,"[30, 1, 'Sep', 0, None, None]","[60, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,"[29, 1, 'Mar', 0, None, None]","[49, 1, 'Dec', 0, None, None]","[140, 1, 'Jan', 0, None, None]","[78, 1, 'Nov', 0, None, None]","[57, 1, 'Dec', 0, None, None]","[57, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[44, 1, 'Feb', 0, None, None]","[38, 1, 'Dec', 0, None, None]","[32, 1, 'Jan', 0, None, None]","[58, 1, 'Feb', 0, None, None]","[53, 1, 'Feb', 0, None, None]","[28, 1, 'Jan', 0, None, None]","[43, 1, 'Jan', 0, None, None]","[18, 1, 'Nov', 0, None, None]","[36, 1, 'Feb', 0, None, None]","[22, 1, 'Feb', 0, None, None]","[25, 1, 'Jan', 0, None, None]","[8, 2, 'Nov', 0, None, None]","[11, 1, 'Nov', 0, None, None]","[47, 1, 'Feb', 0, None, None]","[21, 1, 'Dec', 0, None, None]","[10, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[31, 1, 'Feb', 0, None, None]","[15, 1, 'Jan', 0, None, None]","[19, 1, 'Nov', 0, None, None]",nan,"[9, 1, 'Feb', 0, None, None]","[13, 1, 'Feb', 0, None, None]","[19, 1, 'Jan', 0, None, None]","[18, 1, 'Feb', 0, None, None]","[43, 1, 'Feb', 0, None, None]","[26, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Hedgecourt Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Jan', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[39, 1, 'Feb', 0, None, None]","[12, 2, 'Oct', 0, None, None]","[19, 1, 'Jan', 0, None, None]","[22, 1, 'Dec', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[25, 1, 'Feb', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[51, 2, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
South Muskham Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[48, 1, 'Dec', 0, None, None]",nan,"[7, 1, 'Nov', 0, None, None]","[24, 1, 'Jan', 0, None, None]","[114, 1, 'Nov', 0, None, None]","[160, 1, 'Jan', 0, None, None]","[226, 1, 'Feb', 0, None, None]","[39, 1, 'Jan', 0, None, None]","[62, 1, 'Feb', 0, None, None]","[148, 1, 'Jan', 0, None, None]","[102, 1, 'Feb', 0, None, None]","[49, 1, 'Feb', 0, None, None]","[72, 1, 'Dec', 0, None, None]","[96, 1, 'Feb', 0, None, None]","[144, 1, 'Feb', 0, None, None]","[141, 1, 'Jan', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[165, 1, 'Jan', 0, None, None]","[133, 1, 'Feb', 0, None, None]","[75, 1, 'Nov', 0, None, None]","[120, 1, 'Feb', 0, None, None]","[44, 1, 'Jan', 0, None, None]","[40, 1, 'Jan', 0, None, None]","[60, 1, 'Jan', 0, None, None]","[310, 1, 'Feb', 0, None, None]","[141, 1, 'Jan', 0, None, None]","[290, 1, 'Jan', 0, None, None]","[91, 1, 'Jan', 0, None, None]","[86, 1, 'Jan', 0, None, None]","[65, 1, 'Dec', 0, None, None]","[39, 1, 'Jan', 0, None, None]","[99, 1, 'Jan', 0, None, None]",nan,nan,"[44, 1, 'Feb', 0, None, None]","[25, 1, 'Nov', 0, None, None]","[21, 1, 'Mar', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[21, 1, 'Jan', 0, None, None]","[50, 1, 'Dec', 0, None, None]","[14, 1, 'Dec', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[19, 1, 'Dec', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[49, 1, 'Feb', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[24, 1, 'Mar', 0, None, None]","[11, 2, 'Oct', 0, None, None]","[2, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Whisby Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[20, 1, 'Jan', 0, None, None]",nan,"[11, 1, 'Nov', 0, None, None]","[16, 1, 'Nov', 0, None, None]","[51, 1, 'Jan', 0, None, None]",nan,nan,"[49, 1, 'Mar', 0, None, None]",nan,nan,nan,"[258, 1, 'Dec', 0, None, None]","[37, 1, 'Jan', 0, None, None]",nan,"[135, 1, 'Jan', 0, None, None]","[62, 1, 'Oct', 0, None, None]",nan,"[81, 1, 'Dec', 0, None, None]","[46, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,"[45, 1, 'Nov', 0, None, None]","[55, 1, 'Sep', 0, None, None]","[56, 1, 'Feb', 0, None, None]","[107, 1, 'Nov', 0, None, None]","[64, 1, 'Dec', 0, None, None]","[66, 1, 'Dec', 0, None, None]","[52, 1, 'Sep', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[25, 1, 'Jan', 0, None, None]","[40, 1, 'Nov', 0, None, None]","[33, 1, 'Mar', 0, None, None]","[64, 1, 'Feb', 0, None, None]","[29, 1, 'Nov', 0, None, None]","[58, 1, 'Dec', 0, None, None]","[99, 1, 'Jan', 0, None, None]","[27, 1, 'Oct', 0, None, None]","[68, 1, 'Jan', 0, None, None]","[112, 1, 'Oct', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[23, 1, 'Oct', 0, None, None]","[77, 1, 'Jan', 0, None, None]","[38, 1, 'Oct', 0, None, None]","[13, 1, 'Nov', 0, None, None]","[26, 1, 'Feb', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[40, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,2019-12-06 11:58:55
Blunham Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Jan', 0, None, None]","[150, 1, 'Jan', 0, None, None]","[67, 1, 'Jan', 0, None, None]","[136, 1, 'Jan', 0, None, None]","[119, 1, 'Jan', 0, None, None]","[49, 1, 'Oct', 0, None, None]","[67, 1, 'Feb', 0, None, None]","[316, 1, 'Dec', 0, None, None]","[278, 1, 'Feb', 0, None, None]","[337, 1, 'Feb', 0, None, None]","[68, 1, 'Jan', 0, None, None]","[136, 1, 'Nov', 0, None, None]","[138, 1, 'Feb', 0, None, None]",nan,nan,nan,"[118, 1, 'Dec', 0, None, None]",nan,nan,"[110, 1, 'Jan', 0, None, None]","[142, 1, 'Nov', 0, None, None]","[121, 1, 'Nov', 0, None, None]","[184, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,"[4, 1, 'May', 0, None, None]","[109, 1, 'Nov', 0, None, None]","[53, 1, 'Dec', 0, None, None]","[58, 1, 'Dec', 0, None, None]","[58, 1, 'Feb', 0, None, None]","[73, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[45, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,2019-12-06 11:58:55
Broom Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[97, 1, 'Dec', 0, None, None]","[50, 1, 'Feb', 0, None, None]","[33, 1, 'Dec', 0, None, None]","[25, 1, 'Dec', 0, None, None]","[65, 1, 'Dec', 0, None, None]","[36, 1, 'Feb', 0, None, None]","[28, 1, 'Nov', 0, None, None]","[20, 1, 'Feb', 0, None, None]","[16, 1, 'Nov', 0, None, None]","[14, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
